Customer ID,network_age,Customer tenure in month,Total Spend in Months 1 and 2,Total SMS Spend,Total Data Spend,Total Data Consumption,Total Unique Calls,Total Onnet spend,Total Offnet spend,Total Call centre complaint calls,Churn Status,Most Loved Competitor network in Month 1_0,Most Loved Competitor network in Month 1_Mango,Most Loved Competitor network in Month 1_PQza,Most Loved Competitor network in Month 1_ToCall,Most Loved Competitor network in Month 1_Uxaa,Most Loved Competitor network in Month 1_Weematel,Most Loved Competitor network in Month 1_Zintel,Most Loved Competitor network in Month 2_Mango,Most Loved Competitor network in Month 2_PQza,Most Loved Competitor network in Month 2_ToCall,Most Loved Competitor network in Month 2_Uxaa,Most Loved Competitor network in Month 2_Weematel,Most Loved Competitor network in Month 2_Zintel
ADF1330,888,29.6,878.65,8.76,47.5,115805.208,237,16570,19751,1,,0,0,0,0,0,1,0,0,0,0,1,0,0
ADF1331,120,4.0,878.72,294.0,6.25,696816.2705,77,2208,419,3,,0,1,0,0,0,0,0,0,0,0,1,0,0
ADF1345,3809,126.97,898.49,15.75,0.0,464885.6963,308,762,6850,2,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1349,108,3.6,904.322,155.66,80.0,799300.8506,84,27197,1790,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1363,795,26.5,920.142,0.0,0.0,47665.3779,1582,0,2441,2,,0,1,0,0,0,0,0,0,0,0,1,0,0
ADF1372,3437,114.57,929.8244,11.87,16.25,717.7168,477,11268,25698,2,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1403,127,4.23,989.51,0.0,0.0,98.3516,183,66456,11772,1,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1404,3098,103.27,989.52,1.2,12.5,1290513.913,557,0,901,2,,0,0,0,0,0,1,0,0,0,0,1,0,0
ADF1410,2615,87.17,998.09,11.96,2.5,1581541.407,554,0,1251,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1425,3817,127.23,1042.04,10.5,76.25,326820.4102,393,16236,29519,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1429,3382,112.73,1046.328,6.71,0.0,312453.664,364,6387,1899,2,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1431,1102,36.73,1049.1904,28.71,3.75,905747.2099,781,0,358,2,,0,0,0,0,0,1,0,0,0,0,1,0,0
ADF1433,1500,50.0,1053.0588,59.47,3.75,17.998,122,33867,21572,1,,0,1,0,0,0,0,0,0,0,0,1,0,0
ADF1438,151,5.03,1060.24,53.7,0.0,800027.0616,593,6804,5568,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1439,1492,49.73,1061.848,14.64,0.0,77210.292,430,6642,713,2,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1445,1053,35.1,1078.9224,2.39,0.0,8.873,1174,2274,648,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1450,2872,95.73,1083.5468,0.87,0.0,92037.4433,772,5315,7421,2,,0,0,0,0,0,1,0,0,0,0,1,0,0
ADF1452,2829,94.3,1091.89,1.23,28.75,1875860.98,507,0,895,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1453,2312,77.07,1093.922,14.6,70.0,459247.2343,63,4651,3848,1,,0,0,0,0,0,0,1,0,0,0,1,0,0
ADF1456,3686,122.87,1102.0668,20.02,37.5,382804.5332,99,16672,21512,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1462,120,4.0,1113.8684,4.14,1.25,0.1211,111,102948,2192,2,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1465,3298,109.93,1125.91,166.88,13.75,39512.8291,255,24180,16174,2,,0,0,0,0,0,0,1,0,0,0,1,0,0
ADF1477,1237,41.23,1148.69,5.98,0.0,1970897.523,1021,6692,9321,4,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1481,1705,56.83,1160.7688,5.25,0.0,348.5996,823,0,8494,1,,0,0,0,0,0,1,0,0,0,0,1,0,0
ADF1489,859,28.63,1175.9616,4.37,0.0,30024.7451,398,50899,8694,1,,0,0,0,0,0,0,1,0,0,0,1,0,0
ADF1502,981,32.7,1208.6004,1.75,2.5,31.3535,883,18345,7434,2,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1503,5349,178.3,1213.5504,9.48,0.0,151202.7188,379,3227,23159,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1521,1487,49.57,1254.8604,90.32,0.0,4491.7324,921,1497,14184,4,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1554,2152,71.73,20.74,0.0,1.25,873602.5283,50,24,701,2,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1559,2039,67.97,31.222,1.75,12.5,6426577.061000002,11,186,1224,3,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1560,588,19.6,32.524,11.95,11.25,1018.0488,4,24,358,2,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1561,2846,94.87,33.634,14.34,0.0,4181.1016,5,12,1439,1,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1562,1391,46.37,34.034,3.5,17.5,1579.3291,7,251,179,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1563,2381,79.37,34.41,7.17,5.0,546.4785,12,371,179,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1564,1850,61.67,39.28,18.48,0.0,10.749,4,490,920,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1567,1257,41.9,42.332,16.73,3.75,102.1729,22,228,546,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1582,174,5.8,65.77,11.31,20.0,22041.8564,16,624,2219,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1590,991,33.03,76.968,12.82,37.5,29.2568,70,1326,358,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1596,139,4.63,86.28,7.0,0.0,90759.8047,12,720,1820,2,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1597,1296,43.2,86.294,15.68,0.0,8911525.136,21,384,1185,1,,0,0,0,0,0,0,1,0,0,0,1,0,0
ADF1598,340,11.33,86.696,20.87,21.25,390.208,9,24,2520,1,,0,1,0,0,0,0,0,0,0,0,1,0,0
ADF1601,3623,120.77,87.954,21.51,3.75,182.4531,190,2220,904,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1602,1407,46.9,94.5084,0.0,25.0,1032.7432,155,2658,2318,1,,0,1,0,0,0,0,0,0,0,0,1,0,0
ADF1603,107,3.57,97.43,0.0,6.25,10.0518,9,8166,294,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1604,3487,116.23,98.894,1.8,21.25,31186.96,6,48,179,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1606,3319,110.63,102.698,23.9,6.25,245.5137,5,2904,358,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1607,133,4.43,104.2524,9.3,2.5,11.0625,85,1206,984,1,,0,0,0,0,0,1,0,0,0,0,1,0,0
ADF1614,360,12.0,115.7052,0.0,0.0,1639.8564,481,7932,1160,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1615,2019,67.3,118.134,6.12,21.25,1322753.892,38,1632,762,1,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1616,2032,67.73,122.65,7.73,0.0,183047.1699,164,1800,5778,2,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1617,916,30.53,125.0288,9.56,1.25,1.6064,49,1018,1721,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1620,108,3.6,128.63,24.5,0.0,10011.918,11,8292,1128,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1623,-2,-0.07,130.578,94.85,1.25,2.1953,7,150,1121,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1624,109,3.63,130.79,4.46,0.0,69972.8086,40,6655,5164,2,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1625,123,4.1,132.018,5.25,0.0,0.5215,24,5868,4356,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1632,2162,72.07,148.172,8.04,31.25,668938.834,15,84,6716,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1634,1030,34.33,151.37,3.5,1.25,1.7822,44,10944,1475,3,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1635,135,4.5,153.738,1.75,6.25,4251.4922,16,7512,2106,1,,0,1,0,0,0,0,0,0,0,0,1,0,0
ADF1638,369,12.3,159.754,16.73,8.75,4868.1738,12,636,2105,1,,0,0,0,0,0,0,1,0,0,0,1,0,0
ADF1639,105,3.5,160.1804,0.0,0.0,62812.8721,25,3672,3668,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1644,1456,48.53,174.94799999999995,32.82,1.25,0.9395,51,954,7559,2,,0,0,0,0,0,0,1,0,0,0,1,0,0
ADF1650,3621,120.7,192.19,46.55,2.5,2185.9815,375,4572,6382,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1656,137,4.57,196.59,0.0,0.0,38424.5,40,14904,2098,1,,0,1,0,0,0,0,0,0,0,0,1,0,0
ADF1657,1735,57.83,197.9088,16.09,21.25,707.959,26,3421,6793,1,,0,0,0,0,0,1,0,0,0,0,1,0,0
ADF1663,175,5.83,223.198,18.54,38.75,42489.2178,42,816,2659,1,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1668,439,14.63,629.7724,43.83,7.5,918.1826,62,1854,12533,2,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1670,913,30.43,634.5116,21.0,5.0,46268.8594,160,10116,3247,2,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1677,243,8.1,702.9860000000001,61.26,26.25,872.8867,88,8118,25689,1,,0,0,0,0,0,0,1,0,0,0,1,0,0
ADF1678,231,7.7,705.6384,18.27,0.0,832.5762,367,10740,9398,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1685,107,3.57,760.1084,439.25,0.0,112353.752,53,21864,4005,1,,0,0,0,0,0,1,0,0,0,0,1,0,0
ADF1695,2465,82.17,805.2024,60.97,0.0,49.9209,112,13380,34401,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1698,1266,42.2,819.4939999999998,51.56,5.0,105176.2051,273,3294,38174,1,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1707,565,18.83,888.8744,19.04,1.25,179826.9209,478,1182,4768,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1708,2237,74.57,891.4119999999998,19.58,25.0,455796.5185,447,13581,10325,1,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1719,404,13.47,948.726,16.56,0.0,1686.7334,168,15219,9390,1,,0,0,0,0,0,1,0,0,0,0,1,0,0
ADF1721,1785,59.5,960.5568,35.25,353.75,487125.9462,73,2954,13313,4,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1725,455,15.17,975.462,28.69,27.5,424396.3096,507,1368,27927,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1726,1630,54.33,978.498,16.73,2.48,633.0381,6,978,1121,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1728,2392,79.73,980.896,75.53,16.12,203520.3027,141,36930,16341,2,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1729,1910,63.67,981.58,21.34,0.0,1209.3574,343,228,37844,1,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1734,192,6.4,1004.496,7.17,195.0,2120247.791,148,6060,19572,1,,0,0,0,0,0,0,1,0,0,0,1,0,0
ADF1736,256,8.53,1013.586,21.87,1.25,1.0273,601,11124,1915,2,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1754,719,23.97,1126.4024,21.15,13.75,1227795.178,331,4446,25348,1,,0,1,0,0,0,0,0,0,0,0,1,0,0
ADF1759,2533,84.43,1197.1784,14.34,0.0,1158535.702,530,0,4600,2,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1760,240,8.0,1217.112,30.38,41.25,37986.0157,615,53058,9191,2,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1762,3643,121.43,1222.696,121.26,0.0,21807.3848,450,8940,37887,1,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1763,4052,135.07,1227.2,0.0,153.75,2726.0742,133,32268,31825,5,,0,1,0,0,0,0,0,0,0,0,1,0,0
ADF1767,114,3.8,1255.0844,3.59,0.0,13.2812,656,88296,3388,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1772,1174,39.13,1300.94,2.35,27.5,1831580.459,334,6420,33346,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1773,366,12.2,1301.1488,24.46,0.0,266689.4639,1128,14670,32948,2,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1774,281,9.37,1303.378,3.36,23.75,23869.7158,452,42030,15659,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1803,687,22.9,1541.4164,165.81,10.0,357186.3018,746,16110,12028,3,,0,0,0,0,0,1,0,0,0,0,1,0,0
ADF1806,1877,62.57,1632.5604,50.66,1.25,5.0371,325,46484,38329,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1811,4591,153.03,1757.78,11.95,0.0,28045.9677,522,0,24013,1,,0,0,0,0,0,1,0,0,0,0,1,0,0
ADF1815,765,25.5,1804.326,35.56,1.25,17363.8516,820,14601,52812,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1817,369,12.3,1827.44,51.99,0.0,941.4883,1086,11064,62435,1,,0,0,0,0,0,0,1,0,0,0,1,0,0
ADF1821,103,3.43,1892.1272,78.69,116.25,158633.584,138,105468,5688,1,,1,0,0,0,0,0,0,0,0,0,1,0,0
ADF1841,2392,79.73,3170.14,5.25,41.25,8041.1484,353,54514,73881,1,,1,0,0,0,0,0,0,0,0,0,1,0,0
ADF1848,594,19.8,5221.15,19.68,83.75,694552.8369,424,53605,81021,1,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1849,3804,126.8,5426.89,0.0,0.0,54.8057,2596,0,14579,3,,0,0,0,0,0,0,1,0,0,0,1,0,0
ADF1855,1965,65.5,10042.3532,1.75,2.5,41.7314,1705,381174,431440,1,,0,0,0,0,0,0,1,0,0,0,1,0,0
ADF1895,101,3.37,44.97,0.61,0.0,313266.3779,11,348,3466,1,,0,0,0,1,0,0,0,0,0,0,0,1,0
ADF1896,372,12.4,68.748,19.12,2.48,51.8125,13,358,3232,1,,0,0,0,0,0,1,0,0,0,0,0,1,0
ADF1901,1489,49.63,142.3388,9.56,0.0,517720.3789,69,813,6680,1,,0,0,0,0,0,1,0,0,0,0,0,1,0
ADF1907,2281,76.03,789.44,5.25,7.5,979067.5381,207,22062,16827,1,,0,0,0,0,0,1,0,0,0,0,0,1,0
ADF1913,1964,65.47,1174.822,1.75,238.75,5272612.6910000015,115,4512,24678,1,,0,0,0,0,0,1,0,0,0,0,0,1,0
ADF1955,136,4.53,208.056,24.5,0.0,2581.9473,58,8364,6883,1,,0,0,0,0,0,0,1,0,0,0,0,0,1
ADF1959,2252,75.07,535.63,1.75,7.5,1919857.372,131,8820,23657,2,,0,0,0,1,0,0,0,0,0,0,0,0,1
ADF1972,415,13.83,70.8648,9.56,0.0,3658.9395,10,1253,1121,1,,0,0,0,0,0,0,1,0,0,0,0,0,1
ADF1975,356,11.87,89.37799999999999,16.73,8.75,1332.4814,4,0,2607,1,,0,0,0,0,0,0,1,0,0,0,0,0,1
ADF1978,107,3.57,128.51,5.98,22.5,47800.1602,17,120,6476,2,,0,1,0,0,0,0,0,0,0,0,0,0,1
ADF1979,107,3.57,139.136,0.0,20.0,1509481.9,8,0,2806,1,,0,0,0,0,0,0,1,0,0,0,0,0,1
ADF1985,1361,45.37,204.3128,28.05,2.5,1.1426,36,966,10314,1,,0,0,0,0,0,1,0,0,0,0,0,0,1
ADF1995,161,5.37,1109.198,22.64,6.25,978.1816,385,11700,67635,1,,0,0,0,0,0,0,1,0,0,0,0,0,1
ADF0038,117,3.9,49.67,0.0,38.75,6941.0615,1,0,1092,1,,0,1,0,0,0,0,0,1,0,0,0,0,0
ADF0042,247,8.23,152.912,0.02,15.0,32417384.89,6,12,1145,2,,0,1,0,0,0,0,0,1,0,0,0,0,0
ADF0065,597,19.9,763.92,88.87,31.25,314353.6328,82,7155,21202,1,,0,0,0,0,0,0,1,1,0,0,0,0,0
ADF0081,546,18.2,85.65,13.7,0.0,48.4814,17,420,5459,1,,0,0,0,1,0,0,0,1,0,0,0,0,0
ADF0098,2400,80.0,185.7184,17.86,22.5,2643.9883,18,24,6475,1,,0,1,0,0,0,0,0,1,0,0,0,0,0
ADF0101,1364,45.47,225.4588,19.87,18.75,27652.7637,27,753,4734,1,,0,1,0,0,0,0,0,1,0,0,0,0,0
ADF0106,189,6.3,649.86,10.76,1.25,64.0,281,4530,45501,1,,0,1,0,0,0,0,0,1,0,0,0,0,0
ADF0127,1877,62.57,1311.07,45.03,37.5,50528.8896,256,16572,60863,1,,0,0,0,0,0,1,0,1,0,0,0,0,0
ADF0137,987,32.9,3847.5,155.75,280.0,370332.6133,544,52512,229965,1,,0,0,0,1,0,0,0,1,0,0,0,0,0
ADF0256,1264,42.13,28.704,0.62,7.5,12453173.39,8,0,1432,1,,0,0,1,0,0,0,0,0,1,0,0,0,0
ADF0262,193,6.43,113.7356,0.0,36.25,2970883.125,4,0,716,2,,0,0,1,0,0,0,0,0,1,0,0,0,0
ADF0267,1236,41.2,145.33,0.0,32.5,2051331.76,4,0,716,1,,0,0,1,0,0,0,0,0,1,0,0,0,0
ADF0285,1058,35.27,277.75,4.14,3.75,173652.1992,15,131,2337,1,,0,0,1,0,0,0,0,0,1,0,0,0,0
ADF0291,224,7.47,312.0668,8.75,97.5,1434072.1819999998,16,1559,2749,2,,0,0,1,0,0,0,0,0,1,0,0,0,0
ADF0293,2130,71.0,315.93,50.51,102.5,223510.1436,28,1422,6606,2,,0,0,1,0,0,0,0,0,1,0,0,0,0
ADF0297,412,13.73,333.99,1.23,153.75,4365315.423,5,0,908,1,,0,0,1,0,0,0,0,0,1,0,0,0,0
ADF0304,1476,49.2,402.1204,0.0,121.25,1835788.702,4,0,716,2,,0,0,1,0,0,0,0,0,1,0,0,0,0
ADF0313,117,3.9,475.9704,81.37,0.0,4282439.772,28,1056,19584,4,,0,0,0,0,0,1,0,0,1,0,0,0,0
ADF0317,109,3.63,487.4,3.5,45.0,52642.8291,33,120,0,3,,0,0,0,1,0,0,0,0,1,0,0,0,0
ADF0320,102,3.4,526.86,26.25,1.25,1021022.577,38,348,5196,1,,0,0,0,0,0,0,1,0,1,0,0,0,0
ADF0333,2322,77.4,757.268,31.22,81.5,26109600.31,26,502,9249,1,,0,0,0,0,0,1,0,0,1,0,0,0,0
ADF0339,973,32.43,1083.456,43.04,31.25,1885998.199,37,2737,8796,3,,0,0,1,0,0,0,0,0,1,0,0,0,0
ADF0351,99,3.3,16.152,0.0,11.25,620062.2246,1,0,179,1,,0,0,1,0,0,0,0,0,1,0,0,0,0
ADF0354,1092,36.4,19.8604,11.31,1.25,64.0,2,216,179,1,,0,0,0,0,1,0,0,0,1,0,0,0,0
ADF0363,239,7.97,26.452,13.7,1.25,0.6953,5,12,827,1,,0,0,0,0,1,0,0,0,1,0,0,0,0
